INSTNM,CITY,STABBR
North Central University,Minneapolis,MN
Northland Community and Technical College,Thief River Falls,MN
University of Northwestern-St Paul,Saint Paul,MN
Northwestern Health Sciences University,Bloomington,MN
Oak Hills Christian College,Bemidji,MN
Regency Beauty Institute-Burnsville,Burnsville,MN
Pine Technical & Community College,Pine City,MN
Rainy River Community College,International Falls,MN
Rochester Community and Technical College,Rochester,MN
College of Saint Benedict,Saint Joseph,MN
St Cloud Technical and Community College,Saint Cloud,MN
Regency Beauty Institute-St Cloud,Waite Park,MN
Saint Cloud State University,Saint Cloud,MN
Saint Johns University,Collegeville,MN
Saint Mary's University of Minnesota,Winona,MN
St Olaf College,Northfield,MN
Crown College,Saint Bonifacius,MN
The College of Saint Scholastica,Duluth,MN
University of St Thomas,Saint Paul,MN
Empire Beauty School-Bloomington,Bloomington,MN
St Catherine University,Saint Paul,MN
Rasmussen College-Minnesota,St. Cloud,MN
Saint Paul College,Saint Paul,MN
Southwest Minnesota State University,Marshall,MN
Summit Academy Opportunities Industrialization Center,Minneapolis,MN
United Theological Seminary of the Twin Cities,New Brighton,MN
Vermilion Community College,Ely,MN
Dunwoody College of Technology,Minneapolis,MN
Ridgewater College,Willmar,MN
Minnesota State College-Southeast Technical,Winona,MN
Winona State University,Winona,MN
William Mitchell College of Law,Saint Paul,MN
Century College,White Bear Lake,MN
Alcorn State University,Alcorn State,MS
Belhaven University,Jackson,MS
Blue Mountain College,Blue Mountain,MS
Chris Beauty College,Gulfport,MS
Coahoma Community College,Clarksdale,MS
Antonelli College-Jackson,Jackson,MS
Copiah-Lincoln Community College,Wesson,MS
Creations College of Cosmetology,Tupelo,MS
Delta Beauty College,Greenville,MS
Delta State University,Cleveland,MS
East Central Community College,Decatur,MS
East Mississippi Community College,Scooba,MS
Fosters Cosmetology College,Ripley,MS
Academy of Hair Design-Grenada,Grenada,MS
Hinds Community College,Raymond,MS
Holmes Community College,Goodman,MS
Itawamba Community College,Fulton,MS
Jackson State University,Jackson,MS
Jones County Junior College,Ellisville,MS
Meridian Community College,Meridian,MS
Millsaps College,Jackson,MS
Mississippi Delta Community College,Moorhead,MS
University of Mississippi,University,MS
Mississippi University for Women,Columbus,MS
Mississippi Valley State University,Itta Bena,MS
Mississippi College,Clinton,MS
Mississippi College of Beauty Culture,Laurel,MS
Mississippi Gulf Coast Community College,Perkinston,MS
Mississippi State University,Mississippi State,MS
Northeast Mississippi Community College,Booneville,MS
Northwest Mississippi Community College,Senatobia,MS
Pearl River Community College,Poplarville,MS
Rust College,Holly Springs,MS
Southeastern Baptist College,Laurel,MS
Southwest Mississippi Community College,Summit,MS
University of Southern Mississippi,Hattiesburg,MS
Magnolia College of Cosmetology,Jackson,MS
Tougaloo College,Tougaloo,MS
Wesley Biblical Seminary,Jackson,MS
William Carey University,Hattiesburg,MS
Aquinas Institute of Theology,Saint Louis,MO
Assemblies of God Theological Seminary,Springfield,MO
Avila University,Kansas City,MO
ITT Technical Institute-Earth City,Earth City,MO
Baptist Bible College,Springfield,MO
House of Heavilin Beauty College-Blue Springs,Blue Springs,MO
Cox College,Springfield,MO
Calvary Bible College and Theological Seminary,Kansas City,MO
Cape Girardeau Career and Technology Center,Cape Girardeau,MO
Central Christian College of the Bible,Moberly,MO
Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO
University of Central Missouri,Warrensburg,MO
Grand River Technical School,Chillicothe,MO
Chillicothe Beauty Academy Inc,Chillicothe,MO
Cleveland University-Kansas City,Overland Park,KS
Columbia Area Career Center,Columbia,MO
Columbia College,Columbia,MO
Conception Seminary College,Conception,MO
Concordia Seminary,Saint Louis,MO
Cottey College,Nevada,MO
Covenant Theological Seminary,Saint Louis,MO
Crowder College,Neosho,MO
Culver-Stockton College,Canton,MO
Drury University,Springfield,MO
East Central College,Union,MO
Eden Theological Seminary,Webster Groves,MO
Elaine Steven Beauty College,Saint Louis,MO
Pinnacle Career Institute-South Kansas City,Kansas City,MO
Evangel University,Springfield,MO
Fontbonne University,Saint Louis,MO
Forest Institute of Professional Psychology,Springfield,MO
Four Rivers Career Center,Washington,MO
Ozarks Technical Community College,Springfield,MO
Hannibal-LaGrange University,Hannibal,MO
Harris-Stowe State University,Saint Louis,MO
Hickey College,Saint Louis,MO
House of Heavilin Beauty College-Kansas City,Kansas City,MO
Independence College of Cosmetology,Independence,MO
Jefferson College,Hillsboro,MO
Paul Mitchell the School-Missouri Columbia,Columbia,MO
Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,MO
Kansas City Art Institute,Kansas City,MO
Kenrick Glennon Seminary,Saint Louis,MO
A T Still University of Health Sciences,Kirksville,MO
Lake Career and Technical Center,Camdenton,MO
Lex La-Ray Technical Center,Lexington,MO
Lincoln University,Jefferson City,MO
Lindenwood University,Saint Charles,MO
State Technical College of Missouri,Linn,MO
Logan University,Chesterfield,MO
Metropolitan Community College-Kansas City,Kansas City,MO
Lutheran School of Nursing,Saint Louis,MO
Maryville University of Saint Louis,Saint Louis,MO
Merrell University of Beauty Arts and Science,Jefferson City,MO
Metro Business College-Cape Girardeau,Cape Girardeau,MO
Midwest Institute,Fenton,MO
Midwestern Baptist Theological Seminary,Kansas City,MO
Mineral Area College,Park Hills,MO
Westwood College-O'Hare Airport,Chicago,IL
Missouri Baptist University,Saint Louis,MO
National Academy of Beauty Arts-Farmington,Farmington,MO
Missouri College,Brentwood,MO
Missouri School of Barbering & Hairstyling-St. Louis,Florissant,MO
Missouri Southern State University,Joplin,MO
Missouri Tech,Saint Charles,MO
Missouri Valley College,Marshall,MO
Missouri Western State University,Saint Joseph,MO
University of Missouri-Columbia,Columbia,MO
University of Missouri-Kansas City,Kansas City,MO
Missouri University of Science and Technology,Rolla,MO
University of Missouri-St Louis,Saint Louis,MO
Moberly Area Community College,Moberly,MO
Hillyard Technical Center,Saint Joseph,MO
National Academy of Beauty Arts-St Louis,Saint Louis,MO
Nazarene Theological Seminary,Kansas City,MO
Neosho Beauty College,Neosho,MO
Truman State University,Kirksville,MO
Northwest Missouri State University,Maryville,MO
Ozark Christian College,Joplin,MO
College of the Ozarks,Point Lookout,MO
Park University,Parkville,MO
Stevens-The Institute of Business & Arts,Saint Louis,MO
Poplar Bluff Technical Career Center,Poplar Bluff,MO
Ranken Technical College,Saint Louis,MO
Research College of Nursing,Kansas City,MO
Rockhurst University,Kansas City,MO
Rolla Technical Institute/Center,Rolla,MO
Everest College-Springfield,Springfield,MO
Saint Louis University,Saint Louis,MO
Salem College of Hairstyling,Rolla,MO
Sanford-Brown College-Fenton,Fenton,MO
American College of Hair Design Inc,Sedalia,MO
Sikeston Career and Technology Center,Sikeston,MO
Saint Louis Christian College,Florissant,MO
St Louis College of Pharmacy,Saint Louis,MO
Saint Louis Community College,Saint Louis,MO
Saint Paul School of Theology,Leawood,KS
Southwest Baptist University,Bolivar,MO
Missouri State University-West Plains,West Plains,MO
Saint Luke's College of Health Sciences,Kansas City,MO
St Louis College of Health Careers-St Louis,Saint Louis,MO
State Fair Community College,Sedalia,MO
Stephens College,Columbia,MO
Southeast Missouri State University,Cape Girardeau,MO
Missouri State University-Springfield,Springfield,MO
Three Rivers Community College,Poplar Bluff,MO
North Central Missouri College,Trenton,MO
Truman Medical Center School of Nurse Anesthesia,Kansas City,MO
Kansas City University of Medicine and Biosciences,Kansas City,MO
Washington University in St Louis,Saint Louis,MO
Webster University,Saint Louis,MO
Wentworth Military Academy and College,Lexington,MO
Westminster College,Fulton,MO
William Jewell College,Liberty,MO
William Woods University,Fulton,MO
Academy of Cosmetology,Bozeman,MT
Blackfeet Community College,Browning,MT
Butte Academy of Beauty Culture,Butte,MT
Highlands College of Montana Tech,Butte,MT
Crevier's Academy of Cosmetology Arts,Kalispell,MT
Carroll College,Helena,MT
Dawson Community College,Glendive,MT
Chief Dull Knife College,Lame Deer,MT
Montana State University-Billings,Billings,MT
Flathead Valley Community College,Kalispell,MT
Aaniiih Nakoda College,Harlem,MT
Fort Peck Community College,Poplar,MT
Great Falls College Montana State University,Great Falls,MT
University of Great Falls,Great Falls,MT
Helena College University of Montana,Helena,MT
Little Big Horn College,Crow Agency,MT
Miles Community College,Miles City,MT
Modern Beauty School Inc,Missoula,MT
Montana Tech of the University of Montana,Butte,MT
Montana State University,Bozeman,MT
The University of Montana,Missoula,MT
Montana State University-Northern,Havre,MT
Rocky Mountain College,Billings,MT
Salish Kootenai College,Pablo,MT
The University of Montana-Western,Dillon,MT
La'James International College,Fremont,NE
Bellevue University,Bellevue,NE
Clarkson College,Omaha,NE
Bryan College of Health Sciences,Lincoln,NE
Central Community College,Grand Island,NE
Chadron State College,Chadron,NE
College of Hair Design-Downtown,Lincoln,NE
Concordia University-Nebraska,Seward,NE
Creighton University,Omaha,NE
Doane University-Arts & Sciences,Crete,NE
Grace University,Omaha,NE
Hastings College,Hastings,NE
CHI Health School of Radiologic Technology,Omaha,NE
Joseph's College Cosmetology,Lincoln,NE
University of Nebraska at Kearney,Kearney,NE
Kaplan University-Lincoln Campus,Lincoln,NE
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE
Metropolitan Community College Area,Omaha,NE
Mid-Plains Community College,North Platte,NE
Midland University,Fremont,NE
Nebraska Christian College,Papillion,NE
University of Nebraska at Omaha,Omaha,NE
Kaplan University-Omaha Campus,Omaha,NE
Nebraska Indian Community College,Macy,NE
University of Nebraska Medical Center,Omaha,NE
Nebraska Wesleyan University,Lincoln,NE
University of Nebraska-Lincoln,Lincoln,NE
Northeast Community College,Norfolk,NE
Peru State College,Peru,NE
College of Saint Mary,Omaha,NE
Southeast Community College Area,Lincoln,NE
Union College,Lincoln,NE
Vatterott College-Spring Valley,Omaha,NE
Nebraska College of Technical Agriculture,Curtis,NE
Wayne State College,Wayne,NE
Regional West Medical Center School of Radiologic Technology,Scottsbluff,NE
Western Nebraska Community College,Scottsbluff,NE
York College,York,NE
Academy of Hair Design-Las Vegas,Las Vegas,NV
Career College of Northern Nevada,Sparks,NV
College of Southern Nevada,Las Vegas,NV
The Art Institute of Las Vegas,Henderson,NV
Everest College-Henderson,Henderson,NV
Marinello Schools of Beauty-Las Vegas,Las Vegas,NV
University of Nevada-Las Vegas,Las Vegas,NV
University of Nevada-Reno,Reno,NV
Great Basin College,Elko,NV
Marinello Schools of Beauty-Reno,Reno,NV
Sierra Nevada College,Incline Village,NV
Truckee Meadows Community College,Reno,NV
Western Nevada College,Carson City,NV
Colby-Sawyer College,New London,NH
Continental Academie of Hair Design-Hudson,Hudson,NH
Daniel Webster College,Nashua,NH
Dartmouth College,Hanover,NH
Empire Beauty School-Laconia,Laconia,NH
Empire Beauty School-Somersworth,Somersworth,NH
Franklin Pierce University,Rindge,NH
University of New Hampshire-School of Law,Concord,NH
Mount Washington College,Manchester,NH
Keene Beauty Academy,Keene,NH
Northeast Catholic College,Warner,NH
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,Bedford,NH
New England College,Henniker,NH
New England School of Hair Design,West Lebanon,NH
Southern New Hampshire University,Manchester,NH
New Hampshire Institute for Therapeutic Arts,Hudson,NH
University of New Hampshire-Main Campus,Durham,NH
Keene State College,Keene,NH
University of New Hampshire at Manchester,Manchester,NH
Plymouth State University,Plymouth,NH
NHTI-Concord's Community College,Concord,NH
White Mountains Community College,Berlin,NH
River Valley Community College,Claremont,NH
Lakes Region Community College,Laconia,NH
Manchester Community College,Manchester,NH
Nashua Community College,Nashua,NH
Great Bay Community College,Portsmouth,NH
Paul Mitchell the School-Portsmouth,Portsmouth,NH
Rivier University,Nashua,NH
Saint Anselm College,Manchester,NH
St Joseph School of Nursing,Nashua,NH
Granite State College,Concord,NH
Thomas More College of Liberal Arts,Merrimack,NH
Eastwick College-Hackensack,Hackensack,NJ
Atlantic Cape Community College,Mays Landing,NJ
Fortis Institute-Wayne,Wayne,NJ
Bergen Community College,Paramus,NJ
Berkeley College-Woodland Park,Woodland Park,NJ
Beth Medrash Govoha,Lakewood,NJ
Bloomfield College,Bloomfield,NJ
Brookdale Community College,Lincroft,NJ
Rowan College at Burlington County,Pemberton,NJ
Caldwell University,Caldwell,NJ
Camden County College,Blackwood,NJ
Centenary College,Hackettstown,NJ
Adult and Continuing Education-BCTS,Hackensack,NJ
Branford Hall Career Institute-Parsippany,Parsippany,NJ
Lincoln Technical Institute-Edison,Edison,NJ
American Institute-Clifton,CLIFTON,NJ
Empire Beauty School-Ocean,Ocean,NJ
Cooper Health System Center for Allied Health Education,Camden,NJ
County College of Morris,Randolph,NJ
Cumberland County College,Vineland,NJ
Divers Academy International,ERIAL,NJ
Drake College of Business-Elizabeth,Elizabeth,NJ
Drew University,Madison,NJ
duCret School of Arts,Plainfield,NJ
Lincoln Technical Institute-South Plainfield,South Plainfield,NJ
Essex County College,Newark,NJ
Empire Beauty School-Union,Union,NJ
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ
Felician University,Lodi,NJ
Fairleigh Dickinson University-College at Florham,Madison,NJ
Hohokus School of Trade and Technical Sciences,Paterson,NJ
Georgian Court University,Lakewood,NJ
Rowan University,Glassboro,NJ
Rowan College at Gloucester County,Sewell,NJ
Empire Beauty School-Cherry Hill,Cherry Hill,NJ
Harris School of Business-Cherry Hill Campus,Cherry Hill,NJ
Eastwick College-Ramsey,Ramsey,NJ
Holy Name Medical Center School of Nursing,Teaneck,NJ
Hudson County Community College,Jersey City,NJ
New Jersey City University,Jersey City,NJ
Joe Kubert School of Cartoon and Graphic Art,Dover,NJ
Kean University,Union,NJ
Harris School of Business-Voorhees Campus,Voorhees,NJ
Lincoln Technical Institute-Union,Union,NJ
Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ
Mercer County Community College,West Windsor,NJ
Middlesex County College,Edison,NJ
Monmouth University,West Long Branch,NJ
Montclair State University,Montclair,NJ
HackensackUMC Mountainside School of Nursing,Montclair,NJ
JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing,Plainfield,NJ
Eastwick College-Nutley,Nutley,NJ
Empire Beauty School-Jersey City,Jersey City,NJ
New Brunswick Theological Seminary,New Brunswick,NJ
Robert Fiance Beauty Schools-West New York,West New York,NJ
